YearMonth,monthly_return,picks,cumulative_return,model_name,evaluation_name
2022-03-31,-0.1033678922140583,21,-0.1438467663423666,L1 Logistic Regression,walk_forward
2022-04-30,0.008949987442323084,21,-0.1361842056524264,L1 Logistic Regression,walk_forward
2022-05-31,-0.0828908352824539,21,-0.20778661837607315,L1 Logistic Regression,walk_forward
2022-06-30,0.06388026466112526,21,-0.1571798178898517,L1 Logistic Regression,walk_forward
2022-07-31,-0.0362860615495234,21,-0.18776244289308108,L1 Logistic Regression,walk_forward
2022-08-31,-0.07829412846256513,21,-0.25135587453133024,L1 Logistic Regression,walk_forward
2022-09-30,0.1131452783866878,21,-0.16665032654261924,L1 Logistic Regression,walk_forward
2022-10-31,0.07383348169203975,21,-0.10512121868433633,L1 Logistic Regression,walk_forward
2022-11-30,-0.05412516500323662,21,-0.15355668038094195,L1 Logistic Regression,walk_forward
2022-12-31,0.06599853510899399,21,-0.09769266123329012,L1 Logistic Regression,walk_forward
2023-01-31,-0.03484439482973634,21,-0.12913301440304603,L1 Logistic Regression,walk_forward
2023-02-28,-0.009121128804049614,21,-0.13707630434987028,L1 Logistic Regression,walk_forward
2023-03-31,-0.01625099934569988,21,-0.1510996767632694,L1 Logistic Regression,walk_forward
2023-04-30,0.08790399918148666,21,-0.07647794344430403,L1 Logistic Regression,walk_forward
2023-05-31,0.07248160555839571,21,-0.009539582016555692,L1 Logistic Regression,walk_forward
2023-06-30,0.06165407069488891,21,0.05152633461428491,L1 Logistic Regression,walk_forward
2023-07-31,-0.014131450159401033,21,0.036666742625385496,L1 Logistic Regression,walk_forward
2023-08-31,-0.04718796002657861,21,-0.012251446186504755,L1 Logistic Regression,walk_forward
2023-09-30,-0.017464569111729535,21,-0.02950204906959142,L1 Logistic Regression,walk_forward
2023-10-31,0.11570655428207982,21,0.0827909247703853,L1 Logistic Regression,walk_forward
2023-11-30,0.07104146709645748,21,0.15971398062480335,L1 Logistic Regression,walk_forward
2023-12-31,0.0012926667574500936,21,0.161213104335707,L1 Logistic Regression,walk_forward
2024-01-31,0.07323927057879857,21,0.24625950508379657,L1 Logistic Regression,walk_forward
2024-02-29,0.026727243418841806,21,0.2795685862392163,L1 Logistic Regression,walk_forward
2024-03-31,-0.06550479274144497,21,0.19575071119915277,L1 Logistic Regression,walk_forward
2024-04-30,0.05334543853582577,21,0.2595385572675972,L1 Logistic Regression,walk_forward
2024-05-31,0.0635873141973333,21,0.33962923125222777,L1 Logistic Regression,walk_forward
2024-06-30,-0.025654181255014025,21,0.30526214013916797,L1 Logistic Regression,walk_forward
2024-07-31,0.058245626163312775,21,0.3812879507988396,L1 Logistic Regression,walk_forward
2024-08-31,0.08876947973352976,21,0.5039041635534458,L1 Logistic Regression,walk_forward
2024-09-30,0.0008701058055472909,21,0.5052127192971405,L1 Logistic Regression,walk_forward
2024-10-31,0.06696586563509167,21,0.606010592009824,L1 Logistic Regression,walk_forward
2024-11-30,-0.04307056895768394,21,0.5368388020598942,L1 Logistic Regression,walk_forward
2024-12-31,0.06168877455151115,21,0.6316445044421815,L1 Logistic Regression,walk_forward
2025-01-31,0.010997043703735514,21,0.6495877703664918,L1 Logistic Regression,walk_forward
2025-02-28,-0.04316092614175383,21,0.5783900344453634,L1 Logistic Regression,walk_forward
2025-03-31,-0.0008610623646972996,21,0.5770309421898892,L1 Logistic Regression,walk_forward
2025-04-30,0.102502170892358,21,0.7386800373287734,L1 Logistic Regression,walk_forward
2025-05-31,0.09021364890405335,21,0.8955327077728377,L1 Logistic Regression,walk_forward
2025-06-30,0.03554553766559056,21,0.9629104370333361,L1 Logistic Regression,walk_forward
2025-07-31,0.04725972472465931,21,1.0556770439466923,L1 Logistic Regression,walk_forward
2025-08-31,0.12485675354400479,21,1.3123422059888128,L1 Logistic Regression,walk_forward
2025-09-30,0.07253514186635773,21,1.4800682759437782,L1 Logistic Regression,walk_forward
2025-10-31,-0.020520445925391033,21,1.4291761689959963,L1 Logistic Regression,walk_forward
2025-11-30,0.03680327929578496,21,1.5185778180022207,L1 Logistic Regression,walk_forward
